seed,type,index
0,1,804
0,1,2492
0,1,2505
0,1,3603
0,1,4467
0,1,7632
0,1,8215
0,1,8421
0,1,8869
0,1,10039
0,1,11914
0,1,14342
0,1,16440
0,1,17814
0,1,17918
0,1,18552
0,1,18966
0,1,19806
0,1,20901
0,1,21214
0,1,22918
0,1,23107
0,1,25346
0,1,27158
0,1,30450
0,1,30818
0,1,33908
0,1,34447
0,1,34658
0,1,35335
0,1,36075
0,1,41205
0,1,41516
0,1,41605
0,1,42055
0,1,42569
0,1,42820
0,1,43384
0,1,43468
0,1,43945
0,1,45915
0,1,46661
0,1,46952
0,1,46971
0,1,47263
0,1,47665
0,1,49396
0,1,49533
0,1,49842
0,1,50469
0,1,50733
0,1,53791
0,1,56904
0,1,58222
0,1,59042
0,1,59227
0,1,59455
0,1,60098
0,1,60135
0,1,60366
0,1,63374
0,1,63713
0,1,65214
0,1,65486
0,1,67048
0,1,70547
0,1,70835
0,1,70892
0,1,71045
0,1,72372
0,1,72461
0,1,72526
0,2,10
0,2,11
0,2,14
0,2,20
0,2,22
0,2,28
0,2,33
0,2,39
0,2,49
0,2,51
0,2,53
0,2,60
0,2,63
0,2,64
0,2,66
0,2,68
0,2,69
0,2,78
0,2,89
0,2,91
0,2,93
0,2,96
0,2,98
0,2,110
0,2,112
0,2,116
0,2,117
0,2,119
0,2,121
0,2,123
0,2,124
0,2,125
0,2,127
0,2,128
0,2,130
0,2,133
0,2,135
0,2,139
0,2,149
0,2,152
0,2,153
0,2,180
0,2,183
0,2,184
0,2,186
0,2,187
0,2,189
0,2,197
0,2,203
0,2,210
0,2,219
0,2,222
0,2,224
0,2,226
0,2,235
0,2,239
0,2,241
0,2,243
0,2,256
0,2,257
0,2,267
0,2,270
0,2,276
0,2,292
0,2,300
0,2,313
0,2,321
0,2,324
0,2,343
0,2,353
0,2,366
0,2,367
0,2,368
0,2,370
0,2,376
0,2,377
0,2,384
0,2,397
0,2,398
0,2,399
0,2,403
0,2,405
0,2,407
0,2,408
0,2,410
0,2,411
0,2,413
0,2,418
0,2,419
0,2,428
0,2,432
0,2,435
0,2,436
0,2,437
0,2,441
0,2,454
