seed,type,index
0,1,146
0,1,1288
0,1,2923
0,1,3356
0,1,3557
0,1,4170
0,1,4330
0,1,5686
0,1,5779
0,1,6676
0,1,6828
0,1,9087
0,1,10094
0,1,11018
0,1,11785
0,1,12225
0,1,15928
0,1,16353
0,1,17855
0,1,18087
0,1,18716
0,1,19514
0,1,25320
0,1,26119
0,1,27093
0,1,29018
0,1,29894
0,1,30268
0,1,30816
0,1,31322
0,1,32110
0,1,32112
0,1,33137
0,1,34235
0,2,10
0,2,11
0,2,13
0,2,19
0,2,24
0,2,26
0,2,28
0,2,30
0,2,40
0,2,41
0,2,43
0,2,52
0,2,53
0,2,55
0,2,59
0,2,68
0,2,73
0,2,75
0,2,77
0,2,78
0,2,80
0,2,81
0,2,82
0,2,91
0,2,93
0,2,95
0,2,97
0,2,99
0,2,100
0,2,101
0,2,102
0,2,104
0,2,105
0,2,106
0,2,107
0,2,108
0,2,110
0,2,111
0,2,113
0,2,120
0,2,128
0,2,131
0,2,135
0,2,136
0,2,141
0,2,160
0,2,163
0,2,171
0,2,177
0,2,178
0,2,184
0,2,194
0,2,196
0,2,198
0,2,200
0,2,212
0,2,214
0,2,216
0,2,229
0,2,233
0,2,240
0,2,249
0,2,260
0,2,264
0,2,266
0,2,268
0,2,281
0,2,287
0,2,290
0,2,295
0,2,303
0,2,304
0,2,305
0,2,307
0,2,308
0,2,317
0,2,333
0,2,339
0,2,340
0,2,347
0,2,356
0,2,362
0,2,363
0,2,365
0,2,367
0,2,369
0,2,371
0,2,372
0,2,374
0,2,376
0,2,379
0,2,387
0,2,390
0,2,394
0,2,396
0,2,405
0,2,409
0,2,416
0,2,425
0,2,429
0,2,431
0,2,436
0,2,438
0,2,440
0,2,448
0,2,452
0,2,453
0,2,459
0,2,464
0,2,474
0,2,477
0,2,486
0,2,489
0,2,496
0,2,507
0,2,510
0,2,517
0,2,521
0,2,530
0,2,531
0,2,542
0,2,547
0,2,552
0,2,553
0,2,557
0,2,569
0,2,570
0,2,571
0,2,573
0,2,574
0,2,595
0,2,597
0,2,599
0,2,608
0,2,609
0,2,610
0,2,616
0,2,618
0,2,619
0,2,623
0,2,637
0,2,643
0,2,645
0,2,652
0,2,653
0,2,654
0,2,655
0,2,656
0,2,659
0,2,660
