seed,type,index
0,1,1068
0,1,1667
0,1,2443
0,1,3881
0,1,7643
0,1,9363
0,1,10124
0,1,10288
0,1,11171
0,1,12015
0,1,12213
0,1,12897
0,1,13586
0,1,14311
0,1,17085
0,1,17851
0,1,18477
0,1,19680
0,1,19923
0,1,20371
0,1,20960
0,1,21433
0,1,22455
0,1,24205
0,1,24769
0,1,25304
0,1,26025
0,1,26795
0,1,27446
0,1,29062
0,1,30614
0,1,31856
0,1,33464
0,1,35074
0,1,36348
0,1,38072
0,1,38524
0,1,39355
0,1,39823
0,1,44183
0,1,44389
0,1,45249
0,1,45260
0,1,45439
0,1,48102
0,1,48345
0,1,48622
0,1,48666
0,2,16
0,2,17
0,2,21
0,2,28
0,2,34
0,2,37
0,2,39
0,2,43
0,2,56
0,2,60
0,2,71
0,2,74
0,2,82
0,2,96
0,2,99
0,2,101
0,2,102
0,2,104
0,2,105
0,2,108
0,2,117
0,2,118
0,2,121
0,2,122
0,2,125
0,2,127
0,2,131
0,2,134
0,2,137
0,2,138
0,2,139
0,2,141
0,2,144
0,2,146
0,2,152
0,2,154
0,2,156
0,2,167
0,2,171
0,2,191
0,2,192
0,2,202
0,2,214
0,2,216
0,2,227
0,2,234
0,2,241
0,2,254
0,2,256
0,2,258
0,2,267
0,2,273
0,2,276
0,2,279
0,2,287
0,2,289
0,2,295
0,2,297
0,2,312
0,2,341
0,2,343
0,2,344
0,2,347
0,2,349
0,2,353
0,2,354
0,2,356
0,2,357
0,2,373
0,2,381
0,2,384
0,2,385
0,2,386
0,2,389
0,2,396
0,2,403
0,2,406
0,2,407
0,2,419
0,2,420
0,2,423
0,2,434
0,2,438
0,2,439
0,2,446
0,2,447
0,2,455
0,2,463
0,2,471
0,2,472
0,2,473
0,2,476
0,2,477
0,2,479
0,2,481
0,2,482
0,2,485
0,2,487
0,2,490
0,2,498
0,2,502
0,2,505
0,2,506
0,2,507
0,2,510
0,2,520
0,2,521
0,2,524
0,2,530
0,2,532
0,2,550
0,2,560
0,2,562
0,2,563
0,2,566
0,2,576
0,2,582
0,2,587
0,2,595
0,2,601
0,2,613
0,2,615
0,2,623
0,2,630
0,2,639
0,2,644
0,2,654
0,2,655
0,2,658
0,2,666
0,2,667
0,2,671
0,2,681
0,2,685
0,2,696
0,2,704
0,2,710
0,2,714
0,2,719
0,2,721
0,2,731
0,2,738
0,2,739
0,2,762
0,2,771
0,2,775
0,2,785
0,2,789
0,2,791
0,2,796
0,2,798
0,2,799
0,2,801
0,2,803
0,2,809
0,2,828
0,2,834
0,2,844
0,2,845
0,2,846
0,2,847
0,2,848
0,2,859
0,2,869
0,2,871
0,2,873
0,2,880
0,2,884
0,2,887
0,2,894
0,2,903
0,2,905
0,2,913
0,2,919
0,2,932
0,2,933
0,2,938
0,2,944
0,2,951
0,2,956
0,2,957
0,2,963
0,2,968
0,2,972
0,2,974
0,2,976
0,2,980
0,2,981
0,2,988
0,2,998
0,2,1001
0,2,1002
0,2,1007
0,2,1022
0,2,1025
0,2,1028
0,2,1030
0,2,1036
0,2,1040
0,2,1043
0,2,1048
0,2,1066
0,2,1071
0,2,1073
0,2,1080
0,2,1089
0,2,1099
0,2,1101
0,2,1105
0,2,1111
0,2,1119
0,2,1120
0,2,1123
0,2,1125
0,2,1128
0,2,1130
0,2,1132
0,2,1138
0,2,1143
0,2,1149
0,2,1151
0,2,1152
0,2,1158
0,2,1162
0,2,1171
0,2,1176
0,2,1179
0,2,1183
0,2,1184
0,2,1195
0,2,1196
0,2,1200
0,2,1203
0,2,1204
0,2,1208
0,2,1217
0,2,1222
0,2,1223
0,2,1226
0,2,1229
0,2,1238
0,2,1240
0,2,1251
0,2,1253
0,2,1256
0,2,1257
0,2,1258
0,2,1272
0,2,1277
0,2,1285
0,2,1287
0,2,1288
0,2,1293
0,2,1295
0,2,1307
0,2,1322
0,2,1326
0,2,1327
0,2,1331
0,2,1333
0,2,1339
0,2,1341
0,2,1353
0,2,1360
0,2,1363
0,2,1368
0,2,1369
0,2,1378
0,2,1380
0,2,1386
0,2,1393
0,2,1400
0,2,1404
0,2,1405
0,2,1407
0,2,1409
0,2,1410
0,2,1418
0,2,1428
