seed,type,index
0,1,774
0,1,886
0,1,2964
0,1,3583
0,1,3657
0,1,4421
0,1,5102
0,1,5372
0,1,9793
0,1,10673
0,1,13035
0,1,14368
0,1,14498
0,1,14544
0,1,14587
0,1,18182
0,1,18534
0,1,19108
0,1,19903
0,1,20581
0,1,20588
0,1,20959
0,1,22397
0,1,23143
0,1,24344
0,1,24856
0,1,25961
0,1,27469
0,1,27845
0,1,27984
0,1,28036
0,1,30330
0,1,30837
0,1,32792
0,1,33097
0,1,34539
0,1,36655
0,1,38077
0,1,38705
0,1,38920
0,1,39867
0,1,40632
0,1,43411
0,1,43947
0,1,44513
0,2,10
0,2,11
0,2,13
0,2,19
0,2,21
0,2,26
0,2,30
0,2,41
0,2,43
0,2,49
0,2,52
0,2,55
0,2,63
0,2,73
0,2,75
0,2,77
0,2,80
0,2,81
0,2,96
0,2,98
0,2,102
0,2,103
0,2,105
0,2,107
0,2,109
0,2,110
0,2,111
0,2,113
0,2,114
0,2,116
0,2,120
0,2,123
0,2,132
0,2,135
0,2,136
0,2,162
0,2,164
0,2,165
0,2,167
0,2,176
0,2,182
0,2,189
0,2,200
0,2,202
0,2,204
0,2,205
0,2,212
0,2,216
0,2,218
0,2,220
0,2,232
0,2,233
0,2,244
0,2,251
0,2,264
0,2,272
0,2,285
0,2,291
0,2,294
0,2,311
0,2,321
0,2,332
0,2,333
0,2,334
0,2,336
0,2,342
0,2,343
0,2,350
0,2,363
0,2,364
0,2,365
0,2,369
0,2,371
0,2,373
0,2,374
0,2,376
0,2,378
0,2,381
0,2,388
0,2,391
0,2,392
0,2,394
0,2,396
0,2,397
0,2,399
0,2,409
0,2,412
0,2,417
0,2,431
0,2,438
0,2,440
0,2,451
0,2,456
0,2,457
0,2,460
0,2,463
0,2,468
0,2,480
0,2,482
0,2,494
0,2,501
0,2,503
0,2,504
0,2,505
0,2,514
0,2,516
0,2,520
0,2,523
0,2,527
0,2,535
0,2,547
0,2,552
0,2,572
0,2,576
0,2,577
0,2,598
0,2,599
0,2,605
0,2,616
0,2,620
0,2,622
0,2,625
0,2,626
0,2,641
0,2,650
0,2,659
0,2,660
0,2,661
0,2,662
0,2,667
0,2,670
0,2,682
0,2,687
0,2,691
0,2,700
0,2,702
0,2,703
0,2,704
0,2,725
0,2,726
0,2,730
0,2,735
0,2,741
0,2,746
0,2,751
0,2,754
0,2,756
0,2,757
0,2,759
0,2,761
0,2,765
0,2,773
0,2,776
0,2,780
0,2,797
0,2,799
0,2,808
0,2,812
0,2,817
0,2,825
0,2,828
0,2,830
0,2,834
0,2,846
0,2,848
0,2,851
0,2,858
0,2,862
0,2,864
0,2,867
0,2,869
0,2,875
0,2,883
0,2,885
0,2,887
0,2,890
0,2,891
0,2,895
0,2,903
0,2,908
0,2,913
0,2,922
0,2,926
0,2,928
0,2,931
0,2,938
0,2,941
0,2,952
0,2,954
0,2,960
0,2,962
0,2,964
0,2,965
0,2,966
0,2,975
0,2,985
0,2,987
0,2,988
0,2,991
0,2,992
0,2,1003
0,2,1016
0,2,1023
0,2,1028
0,2,1029
0,2,1033
0,2,1038
0,2,1039
0,2,1047
0,2,1059
0,2,1064
0,2,1072
0,2,1073
0,2,1075
0,2,1077
0,2,1083
0,2,1084
0,2,1094
0,2,1119
0,2,1124
0,2,1128
0,2,1131
0,2,1132
0,2,1135
0,2,1137
0,2,1138
